,CD_ESCOLA,MUN,NM_COMPLETO_ESCOLA,DS_ENDERECO,LATITUDE,LONGITUDE,NIVEL SOCIOECONOMICO DOS ALUNOS,CODESC,ANOS_FINAIS_var,ANOS_INICIAIS_var,ENSINO_MEDIO_var,CODIGO_CIE,ANOS_INICIAIS,ANOS_FINAIS,ENSINO_MEDIO
321,16559,LARANJAL PAULISTA,LUIZ CAMPACCI,RUA AMADEU MEUCCI,-23.055708255426897,-47.836790084838896,5.61,16559,48.319327731092436,,64.70588235294117,16559,,3.53,2.8
322,25173,BAURU,PLINIO FERRAZ,RUA RIACHUELO,-22.3426,-49.0906,5.75,25173,-2.0467836257309897,,-6.808510638297878,25173,,3.35,2.19
323,919019,BAURU,ADA CARIANI AVALONE PROFA,MARCOS DE PAULA RAPHAEL DOUTOR,-22.2928,-49.0477,6.65,919019,48.73096446700509,58.333333333333336,61.702127659574465,919019,5.7,2.93,2.28
324,35233,PROMISSAO,ANTONIO FIGUEIREDO NAVAS COMENDADOR,RUA GENTIL MOREIRA,-21.5414,-49.8639,6.05,35233,21.167883211678816,,20.786516853932575,35233,,3.32,2.15
325,30387,BARBOSA,JOSE CARLOS DA SILVA PROFESSOR,RUA PAPA JOAO XXIII,-21.2681,-49.949,3.96,30387,18.461538461538467,,-18.348623853211013,30387,,2.31,1.78
326,30521,CLEMENTINA,MARIA DE FATIMA GOMES ALVES,RUA BRASILIA,-21.561888573263396,-50.449634515066606,4.66,30521,4.285714285714283,,37.89954337899544,30521,,3.65,3.02
327,32189,PRESIDENTE VENCESLAU,ANTONIO MARINHO DE CARVALHO FILHO,RUA EUCLIDES DA CUNHA,-21.8708136128433,-51.842136153967296,6.4,32189,27.86377708978328,,36.72566371681417,32189,,4.13,3.09
328,33327,PARAGUACU PAULISTA,DIVA FIGUEIREDO DA SILVEIRA,AVENIDA SIQUEIRA CAMPOS,-22.4204,-50.5799,5.44,33327,0.5763688760806921,,22.613065326633162,33327,,3.49,2.44
329,36353,ITAQUAQUECETUBA,VALTER DA SILVA COSTA VEREADOR,MARINGA ,-23.5026,-46.3519,4.43,36353,,,60.902255639097746,36353,,,2.14
330,920307,MAUA,MANOEL RODRIGUES PROFESSOR,RUA DOUTOR JOAO CARLOS AZEVEDO,-23.6644,-46.4241,4.63,920307,,10.975609756097567,,920307,4.55,,
331,8886,SAO BERNARDO DO CAMPO,FRANCISCO PRESTES MAIA ENGENHEIRO,ALVARO GUIMARAES ,-23.6936,-46.5681,7.109999999999999,8886,56.17977528089888,,60.67415730337078,8886,,4.17,2.86
332,9313,SAO BERNARDO DO CAMPO,RUDGE RAMOS,AVENIDA PRESIDENTE ARTHUR BERNARDES,-23.6675082,-46.566708,8.73,9313,81.03975535168195,,,9313,,5.92,
333,924428,SAO BERNARDO DO CAMPO,MAURICIO DE CASTRO,RUA DO OLEODUTO,-23.7181,-46.527,4.29,924428,46.703296703296694,,77.45098039215686,924428,,2.67,1.81
334,9477,SAO CAETANO DO SUL,MARIA DA CONCEICAO MOURA BRANCO PROFESSORA,TAPAJOS ,-23.6254,-46.5569,9.63,9477,14.55399061032864,,-12.280701754385962,9477,,4.88,3.0
335,38568,CARAPICUIBA,ODETTE ALGODOAL LANZARA PROFESSORA,TAMBORY,-23.5349140167236,-46.844451904296896,4.93,38568,-12.244897959183673,,-27.6923076923077,38568,,1.72,0.94
336,40629,CARAPICUIBA,MARIA MARQUES DE NORONHA PROFESSORA,RAFARD,-23.5402,-46.8549,3.9000000000000004,40629,,33.085501858736066,,40629,3.58,,
337,10881,OSASCO,AURELIANO LEITE DOUTOR,NAIR LUCIOLA RODRIGUES ,-23.4988899230957,-46.770423889160206,5.32,10881,42.00913242009132,,63.30935251798563,10881,,3.11,2.27
338,904740,OSASCO,FERNANDO BUONADUCE PROFESSOR,AVENIDA JUSCELINO KUBTSCHEK DE OLIVEIRA,-23.4938468933105,-46.798770904540994,4.04,904740,47.72727272727273,,121.27659574468088,904740,,2.6,2.08
339,36419,EMBU DAS ARTES,APARECIDA FERREIRA DOURADO DE CARVALHO PROFESSORA,AVENIDA ANTONIO MORY,-23.6366,-46.8386,4.91,36419,49.54954954954953,3.4653465346534573,35.064935064935064,36419,4.18,3.32,2.08
340,902100,EMBU DAS ARTES,HENRIQUE TEIXEIRA LOTT MARECHAL,RUA UBIRATAN,-23.648838334003702,-46.817817841768296,4.92,902100,81.28654970760235,,111.9718309859155,902100,,3.1,3.01
341,11617,BERTIOGA,WILLIAM AURELI,RUA CARIJOS,-23.827425866760397,-46.1156165599823,5.18,11617,11.518324607329843,,43.5483870967742,11617,,2.13,1.78
342,12026,ITANHAEM,DAGOBERTO NOGUEIRA DA FONSECA,RUA PADRE DE CONDE,-24.157511417274605,-46.7550524835755,4.53,12026,2.500000000000002,,46.37681159420291,12026,,2.46,2.02
343,49153,SAO VICENTE,ESMERALDO SOARES TARQUINIO DE CAMPOS FILHO,AVENIDA DEPUTADO ULISSES GUIMARAES,-23.9767,-46.4779,4.61,49153,37.499999999999986,,70.64220183486239,49153,,2.53,1.86
344,13055,CACHOEIRA PAULISTA,MARIA IZABEL FONTOURA,RUA SANTA CRUZ,-22.6135094510819,-45.0421389232453,3.7699999999999996,13055,14.423076923076913,,34.736842105263165,13055,,2.38,2.56
345,13432,PINDAMONHANGABA,GABRIELLA MONTEIRO DE ATHAYDE MARCONDES PROFESSORA,CAPITAO AVELINO ALVES PEREIRA,-22.8706494935332,-45.4817684020996,3.25,13432,103.2520325203252,,,13432,,5.0,3.99
346,12889,LAGOINHA,CHICO PADRE,AVENIDA CORONEL MANOEL ANTONIO DOMINGUES DE CASTRO,-23.091420507736,-45.18880066686479,3.59,12889,48.1060606060606,,60.53811659192826,12889,,3.91,3.58
347,37230,SAO SEBASTIAO,JOSEPHA DE SANT ANNA NEVES PROFESSORA,AVENIDA  PROFESSOR JOSE MACHADO ROSA ,-23.8088,-45.4126,4.71,37230,,,85.71428571428572,37230,,,2.21
348,528,SAO PAULO,COLOMBO DE ALMEIDA PROFESSOR,RUA GRACIANO ALTIERI,-23.4939,-46.6615,5.61,528,84.90566037735849,,26.519337016574585,528,,2.94,2.29
349,2100,SAO PAULO,ERASMO BRAGA,MARIA EUGENIA ,-23.533744462996697,-46.573827736965,6.640000000000001,2100,,-0.6191950464396291,,2100,6.42,,
350,925457,SAO PAULO,JOSE DE SAN MARTIN,DELTA ,-23.491759964917303,-46.455349794026205,3.95,925457,58.95953757225434,,4.065040650406507,925457,,2.75,1.28
351,915695,SAO PAULO,RENATO DIAS DE ARAUJO PROF,CARMEM DE ALMEIDA ,-23.5029576499959,-46.380626603704904,3.91,915695,,-22.94776119402986,,915695,4.13,,
352,925196,SAO PAULO,UMBERTO LUIZ D URSO DR,MAGNOLIA AZUL ,-23.512289295394,-46.388411646696504,5.29,925196,98.38709677419354,,55.555555555555536,925196,,3.69,1.68
353,923515,SAO PAULO,MIGUEL HIDALGO,ANIBAL THOMAZ GOMES ,-23.5376493447015,-46.418422893254004,4.1,923515,,41.84397163120568,,923515,4.0,,
354,3268,SAO PAULO,SEBASTIAO FARIA ZIMBRES PROFESSOR,QUINTA DO PACO ,-23.552904557252496,-46.4089329462601,5.12,3268,20.909090909090907,,22.151898734177205,3268,,2.66,1.93
355,43746,SAO PAULO,FRANCISCO DE ASSIS PIRES CORREA PROFESSOR,RUA SILVIANOPOLIS,-23.5493820005707,-46.433690154075606,6.62,43746,41.99134199134198,,43.88489208633094,43746,,3.28,2.0
356,433482,SAO PAULO,JARDIM PEDRA BRANCA,BEGONIA REAL ,-23.5821,-46.4197,4.48,433482,73.68421052631581,36.48208469055377,135.5263157894737,433482,4.19,2.97,1.79
357,906980,SAO PAULO,MARIA DE LOURDES ARANHA DE ASSIS PACHECO PROFESSORA,ANGELO ANDRADE ,-23.543213310096803,-46.4402821600494,6.529999999999999,906980,30.414746543778808,,42.85714285714285,906980,,2.83,1.6
358,3463,SAO PAULO,REINALDO RIBEIRO DA SILVA DOUTOR,AVENIDA EMBAIXADOR MACEDO SOARES,-23.5095,-46.7094,6.66,3463,112.44813278008299,,,3463,,5.12,
359,908373,SAO PAULO,MAUD SA DE MIRANDA MONTEIRO PROFESSORA,FALKENBERG ,-23.676858464568802,-46.785305484130795,5.69,908373,35.185185185185176,42.55874673629243,59.68586387434554,908373,5.46,4.38,3.05
360,38155,SAO PAULO,RUBENS DO AMARAL DEPUTADO,RUA FILIPE CARDOSO,-23.6170233,-46.617106400000004,7.32,38155,,43.90243902439024,,38155,7.67,,
361,4297,SAO PAULO,MURTINHO NOBRE DOUTOR,RUA OUVIDOR PORTUGAL,-23.573680333046397,-46.61228583068849,7.18,4297,36.792452830188665,,65.0,4297,,2.9,2.64
362,4674,SAO PAULO,HELOISA CARNEIRO PROFESSORA,RUA ANTONIO COVELLO,-23.6601134253913,-46.658484438623,6.35,4674,40.57377049180329,,49.69325153374234,4674,,3.43,2.44
363,904338,SAO PAULO,MARY MORAES,AVENIDA MARECHAL JUAREZ TAVORA,-23.6150393,-46.745603700000004,5.71,904338,,79.13907284768213,,904338,5.41,,
364,5678,FRANCO DA ROCHA,ISAURA DE MIRANDA BOTTO PROFA,R TIRADENTES,-23.3175,-46.7289,6.13,5678,36.363636363636374,,56.19047619047618,5678,,2.85,1.64
365,5708,FRANCO DA ROCHA,DOMINGOS CAMBIAGHI PROF,TRAVESSA MARIO CRUZ,-23.3318,-46.7265,6.25,5708,,41.68564920273349,,5708,6.22,,
366,14825,BOTUCATU,CARDOSO DE ALMEIDA,PRACA PROFESSOR PEDRO TORRES,-22.8846111297607,-48.44462585449221,7.66,14825,27.835051546391753,,2.1978021978021998,14825,,3.72,1.86
367,14761,PARDINHO,NAPOLEAO CORULE,RUA TIRADENTES,-23.082928451975302,-48.3709379716584,5.38,14761,,,18.61702127659575,14761,,,2.23
368,910120,SOROCABA,SALVADOR ORTEGA FERNANDES PROFESSOR,JOAQUIM VITORIO PEREIRA,-23.4103,-47.4783,2.41,910120,,6.175298804780887,,910120,5.33,,
369,36183,PIEDADE,MARIA HELENA SIKORSKI CERQUEIRA CESAR PROFESSORA,RODOVIA JOSE DE CARVALHO,-23.7573152297353,-47.472364780426,3.74,36183,16.938110749185668,,37.78801843317974,36183,,3.59,2.99
370,17176,AMERICANA,MAGI MONSENHOR,SALGUEIROS ,-22.7568210515263,-47.338324059680204,8.14,17176,-2.2662889518413496,-9.784411276948587,48.21428571428573,17176,5.44,3.45,2.49
371,924921,CAMPINAS,CONJUNTO VIDA NOVA III,RUA ESTEVAO SEGALLIO,-22.9761300330771,-47.1774427644181,3.49,924921,,42.88747346072188,,924921,6.73,,
372,909488,ITUPEVA,JOSE DE ANCHIETA PADRE,RUA JOSE VIRILLO,-23.1609001159668,-47.0359001159668,6.5,909488,-13.06990881458967,,-0.8928571428571435,909488,,2.86,2.22
373,19446,JUNDIAI,PROFESSORA MARIA DE LOURDES DE FRANÃ‡A SILVEIRA ,PEDRO NANO ,-23.186599731445302,-46.8655014038086,7.32,19446,55.55555555555555,,68.7116564417178,19446,,4.76,2.75
374,20114,LIMEIRA,LAZARO DUARTE DO PATEO PROFESSOR,RUA SEBASTIAO TOLEDO,-22.5491,-47.413000000000004,7.470000000000001,20114,26.446280991735538,11.844331641285958,46.15384615384616,20114,6.61,4.59,3.99
375,911124,ITAPIRA,BENEDITO FLORES DE AZEVEDO,EMILIO HADAMI KAMIMURA ,-22.4259,-46.8277,4.92,911124,,,238.12949640287778,911124,,,4.7
376,39202,MOGI-GUACU,ZENAIDE FRANCO DE FARIA MELLO PROFA,CAETANO DO SUL SAO,-22.3434,-46.9425,6.109999999999999,39202,5.13698630136986,,91.9254658385093,39202,,3.07,3.09
377,909543,PIRACICABA,AFFONSO JOSE FIORAVANTI PROFESSOR,ECA DE QUEIROZ ,-22.732238769531303,-47.631961822509794,7.38,909543,50.169491525423716,,,909543,,4.43,
378,496534,FRANCA,ASSUERO QUADRI PRESTES DR PROFESSOR,JOSE LOPES RIBEIRO ,-20.4857006072998,-47.4287986755371,5.42,496534,,,,496534,,2.38,1.76
379,25159,TAQUARITINGA,FRANCISCO SILVEIRA COELHO PROF,RUA VISCONDE DO RIO BRANCO,-21.4125,-48.5037,5.2,25159,3.7777777777777763,,116.59574468085106,25159,,4.67,5.09
380,23619,BARRINHA,JOSE LUIZ DE SIQUEIRA PROFESSOR,RUA VEREADOR MAMUD ASSIM SUCARIA,-21.194379962492,-48.1606609325409,5.91,23619,,,25.238095238095227,23619,,,2.63
381,900023,JAU,ALVARO FRAGA MOREIRA,HUMBERTO FABRIS ,-22.2793,-48.5641160932541,6.95,900023,2.372881355932198,,43.51851851851851,900023,,3.02,3.1
382,26396,GUAIMBE,JOSE BELMIRO DA ROCHA,RUA REGENTE FEIJO,-21.911119033719,-49.90055884246679,4.17,26396,22.608695652173914,,5.759162303664927,26396,,2.82,2.02
383,26578,CATIGUA,ANTONIO CARLOS,AVENIDA WILSON VEIGA,-21.0567597021732,-49.06366781349179,5.57,26578,42.69662921348315,,58.16993464052287,26578,,3.81,2.42
384,908162,VOTUPORANGA,JURACI LIMA LUPO PROFA,IRENE GALVANI CASADO ,-20.3966301684972,-49.969171253967296,5.31,908162,11.337209302325585,,13.953488372093037,908162,,3.83,2.45
385,29336,MIRANDOPOLIS,NOEMIA DIAS PEROTTI DONA,RUA PROFESSORA DALVA COLAFERRO,-21.1387,-51.1068,5.2,29336,68.07511737089203,,28.27004219409282,29336,,3.58,3.04
386,29890,ARACATUBA,GENESIO DE ASSIS PROF,ALDO CAMPOS VEREADOR,-21.1976,-50.4478,6.58,29890,26.482213438735197,,50.74626865671642,29890,,3.2,3.03
387,30958,IRAPURU,JOSE EDSON MOYSES PROF,RUA ALBERTO GALETI,-21.5671,-51.3542,4.68,30958,7.220216606498202,,-6.827309236947805,30958,,2.97,2.32
388,922584,OSVALDO CRUZ,MARIA APARECIDA LOPES PROFA,RUA DIRCEU CAVALINI,-21.7975271,-50.8957861,5.14,922584,-3.529411764705886,,15.887850467289713,922584,,3.28,2.48
389,31458,PANORAMA,JOAO BRASIO,RUA PAULO DE ARRUDA MENDES,-21.3554,-51.8509,4.88,31458,21.072796934865913,,2.8070175438596516,31458,,3.16,2.93
390,33030,CANDIDO MOTA,RACHID JABUR,AVENIDA DA SAUDADE,-22.7406,-50.3911,5.22,33030,17.26384364820848,,31.651376146788984,33030,,3.6,2.87
391,26414,JULIO MESQUITA,JOSE CARLOS MONTEIRO,RUA 7 DE SETEMBRO,-22.0086,-49.786,3.79,26414,36.15023474178404,,-33.720930232558146,26414,,2.9,1.14
392,47855,MARILIA,MARIA CECILIA FERRAZ DE FREITAS PROFA,JOAO BAPTISTA MARINHO ,-22.2457,-49.927,6.51,47855,18.57585139318886,,33.51648351648352,47855,,3.83,2.43
393,34216,OURINHOS,VIRGINIA RAMALHO,RUA GASPAR RICARDO,-22.9708,-49.8691,4.24,34216,30.838323353293422,15.521064301552112,,34216,5.21,4.37,
394,41890,GUARULHOS,GLAUBER ROCHA,RUA EMIDIO GUALBERTO,-23.436438199999998,-46.5071991,6.23,41890,,27.983539094650194,,41890,6.22,,
395,48069,GUARULHOS,MARIA APPARECIDA RANSANI MAGALHAES PROFESSORA,RUA ELIZABETE,-23.4018,-46.4338,3.9000000000000004,48069,,25.7617728531856,,48069,4.54,,
396,912612,SUZANO,ANTONIO JOSE CAMPOS DE MENEZES PROFESSOR,SEBASTIAO DE LIMA FRANCO ,-23.6459,-46.3193,4.11,912612,93.75,80.65573770491804,,912612,5.51,3.1,
397,7055,SUZANO,ANIS FADUL DOUTOR,BENEDITO JOSE RANGEL ,-23.6422,-46.3151,3.9800000000000004,7055,53.48837209302326,,9.09090909090908,7055,,2.64,1.2
398,43989,POA,NANCI CRISTINA DO ESPIRITO SANTO PROFESSORA,FERNANDO DE NORONHA ,-23.5209442684096,-46.3581482797623,5.32,43989,13.414634146341466,,140.31007751937986,43989,,2.79,3.1
399,7791,MAUA,MARCELINA MARIA DA SILVA OLIVEIRA DONA,ARMANDO BAGNARA ,-23.6569835314712,-46.4464141693115,5.36,7791,135.37414965986395,,108.9108910891089,7791,,3.46,2.11
400,36201,RIBEIRAO PIRES,VALENTINO REDIVO,RUA ANA LACIVITA AMARAL,-23.7324,-46.4224,5.4,36201,17.818181818181824,56.0846560846561,8.679245283018867,36201,5.9,3.24,2.88
401,37278,RIO GRANDE DA SERRA,SEBASTIAO VAYEGO DE CARVALHO PROFESSOR,RUA MAUA,-23.7447,-46.3829,4.52,37278,59.589041095890416,33.24873096446701,74.10714285714283,37278,5.25,2.33,1.95
402,904958,SAO BERNARDO DO CAMPO,FRANCISCO CRISTIANO LIMA DE FREITAS,PONEY CLUB ,-23.750999999999998,-46.6,6.38,904958,18.10089020771513,,8.73786407766991,904958,,3.98,2.24
403,9738,CARAPICUIBA,HADLA FERES PROFESSORA,BANDEIRANTES,-23.555999999999997,-46.8342,6.21,9738,50.24154589371981,,0.6756756756756763,9738,4.45,3.11,1.49
404,9763,CARAPICUIBA,AMOS MEUCCI,AVENIDA RUI BARBOSA,-23.5216,-46.8434,5.89,9763,68.96551724137932,,42.04545454545455,9763,,3.92,2.5
405,40745,ITAPECERICA DA SERRA,EDUARDO ROBERTO DAHER,ESTRADA PREFEITO BENTO ROGER DOMINGUES,-23.7593018047853,-46.841950203704904,4.38,40745,-16.835016835016834,70.51597051597052,10.204081632653072,40745,6.94,2.47,2.16
406,902184,JUQUITIBA,BAIRRO DA PALMEIRINHA,RUA JOAO PEREIRA DA SILVA,-23.897331757691997,-46.9888901661621,4.06,902184,-3.5616438356164357,29.455445544554465,,902184,5.23,3.52,3.95
407,10170,TABOAO DA SERRA,JULIETA CALDAS FERRAZ PROFESSORA,RUA AVELINA NOGUEIRA PRADO,-23.6003660796864,-46.767594987766294,6.92,10170,-5.163043478260868,,,10170,,3.49,
408,10297,TABOAO DA SERRA,ZEICY APPARECIDA NOGUEIRA BAPTISTA PROFESSORA,JOSE DOMINGUES DE MORAES ,-23.6225,-46.7715,6.29,10297,61.016949152542374,,,10297,,3.8,2.79
409,11435,CUBATAO,AFONSO SCHIMIDT,BERNARDO PINTO ,-23.8828,-46.4234,4.97,11435,,,56.209150326797385,11435,,,2.39
410,46772,PERUIBE,LUIZ ABEL,TOTA,-24.263939331251002,-46.96068492444,2.76,46772,34.14634146341465,,54.67625899280576,46772,,2.75,2.15
411,13171,CACHOEIRA PAULISTA,SEVERINO MOREIRA BARBOSA,AVENIDA DEOCLECIANO DA SILVA AZEVEDO,-22.670228609088603,-45.0114317354815,5.52,13171,,,40.0,13171,,,2.38
412,12944,LORENA,GABRIEL PRESTES,RUA DUQUE DE CAXIAS,-22.730729686616897,-45.1209,6.65,12944,60.1123595505618,,20.80924855491329,12944,,2.85,2.09
413,901507,LORENA,AROLDO AZEVEDO PROF,FREDERICA SACILOTTI ,-22.721,-45.1105,4.15,901507,48.50000000000001,,35.02824858757062,901507,,2.97,2.39
414,903474,RIBEIRAO PRETO,JOSE BOMPANI VEREADOR,RUA JOAO GUAL,-21.1180801391602,-47.80928039550779,4.8,903474,,29.062499999999993,,903474,4.13,2.15,
415,911896,MATAO,GUERINO VEDOATO,RUA ENZO CASTELANI,-21.592,-48.3569,6.08,911896,,42.92929292929292,,911896,8.49,,
416,22779,FRANCA,CAETANO PETRAGLIA,SANTOS PEREIRA ,-20.529560089111303,-47.3918685913086,8.24,22779,,26.24113475177306,,22779,7.12,,
417,919469,FRANCA,LUCIA GISSI CERASO PROFA,SERAFIM BORGES DO VAL ,-20.5597,-47.3708,5.19,919469,,19.06614785992219,,919469,6.12,,
418,127814,BEBEDOURO,JARDIM SOUZA LIMA DO,PEDRO LOPES ,-20.929907699999998,-48.4748937,3.8499999999999996,127814,-22.53968253968254,,77.09923664122135,127814,,2.44,2.32
419,23796,RIBEIRAO PRETO,FABIO BARRETO,AMADOR BUENO ,-21.172809600830103,-47.8094673156738,6.16,23796,,3.9080459770114926,,23796,4.52,,
420,37151,RIBEIRAO PRETO,GERALDO CORREIA DE CARVALHO DOUTOR,RUA ITAGUACU,-21.1508750915527,-47.8170394897461,5.11,37151,-16.66666666666667,,80.76923076923075,37151,,1.75,1.88
421,913736,IBATE,ORLANDO DA COSTA TELLES,RUA JOAO FASSINA,-21.9431027406856,-48.001508822229006,3.84,913736,9.740259740259734,,45.505617977528075,913736,,3.38,2.59
422,36432,SAO CARLOS,ADAIL MALMEGRIM GONCALVES PROFESSOR,RUA BELA CINTRA,-21.898160795676,-47.8975005730774,5.12,36432,36.7857142857143,46.275395033860065,27.999999999999996,36432,6.48,3.83,2.88
423,44635,SERTAOZINHO,MARIA CONCEICAO RODRIGUES SILVA MAGON PROFESSORA,AVENIDA  NOSSA SENHORA APARECIDA,-21.136579915597302,-48.0093682209015,5.73,44635,27.200000000000006,,102.85714285714285,44635,,3.18,3.55
424,25987,AGUDOS,JOAO BATISTA DE AQUINO PE,AVENIDA JOAO TRAVAIN,-22.4787135201032,-48.9895697761963,4.22,25987,23.316062176165804,,45.63758389261744,25987,,2.38,2.17
425,25719,BARIRI,IDALINA VIANNA FERRO PROFESSORA,AVENIDA JOAO LEMOS,-22.077147172214698,-48.7474227930069,4.92,25719,27.86377708978328,,41.702127659574465,25719,,4.13,3.33
426,26372,GETULINA,ROSA SALLES LEITE PENTEADO PROFA,PRACA BERNARDINO DE CAMPOS,-21.7989195730408,-49.9312070904907,5.47,26372,70.45454545454545,,,26372,,3.0,
427,479329,GUAICARA,JARDIM DOM BOSCO,VIA DE ACESSO HERMINIO PAIZAN,-21.635551729314603,-49.7830509462189,4.67,479329,,,,479329,,3.6,
428,26153,LINS,JOSE ARIANO RODRIGUES,JOSE ARIANO RODRIGUES ,-21.6778,-49.7639,7.48,26153,,42.12962962962961,,26153,6.14,,
429,431597,PROMISSAO,MOACYR MIRANDA PINTO PROFESSOR DOUTOR,RUA LYDIO RODRIGUES PORTELLA,-21.5251016,-49.8525057,5.0,431597,26.829268292682933,,,431597,,3.12,
430,28642,BALSAMO,JOAQUIM SILVIO NOGUEIRA,RUA PARANA,-20.7369,-49.5818,5.59,28642,-16.40449438202247,,40.0,28642,,3.72,3.29
431,30697,NOVA CASTILHO,JOSE ANTONIO DE CASTILHO,RUA SANTO ANTONIO,-20.7621,-50.3411,4.75,30697,49.544072948328264,,172.97297297297294,30697,,4.92,3.03
432,30065,ARACATUBA,JOSE ARANTES TERRA PROF,RUA ALVORADA,-21.2285,-50.4224,4.42,30065,3.9647577092510953,,79.7979797979798,30065,,2.36,1.78
433,43114,PENAPOLIS,ESTER EUNICE ALMEIDA FARIA DE OLIVEIRA PROFESSORA,GABRIEL GAETTI,-21.430978775024396,-50.089839935302706,5.86,43114,10.14925373134328,,146.74556213017752,43114,,3.69,4.17
434,33005,LUTECIA,CLAUDIO DE SOUZA DR,RUA FRANCISCO AUGUSTO RODRIGUES,-22.3413900765205,-50.3943789497375,4.97,33005,34.129692832764505,,62.33766233766234,33005,,3.93,3.75
435,922171,GUARULHOS,CIDADE SERODIO,JOSE BRUMATTI,-23.4144496917725,-46.4514694213867,4.7,922171,,,,922171,,3.89,
436,923175,GUARULHOS,JOAO LUIZ DE GODOY MOREIRA PROFESSOR,RUA ANA ALVES DOS SANTOS,-23.4347,-46.5113,6.390000000000001,923175,79.82062780269058,,21.264367816091948,923175,,4.01,2.11
437,923357,GUARULHOS,LYDIA KITZ MOREIRA,DOREZOPOLIS,-23.4450569152832,-46.5255546569824,6.09,923357,58.52272727272727,,54.72972972972974,923357,,2.79,2.29
438,7213,FERRAZ DE VASCONCELOS,EDIR DO COUTO ROSA PROFESSOR,JAPAO ,-23.5435,-46.3673,5.31,7213,44.81132075471697,,24.000000000000007,7213,,3.07,1.86
439,41166,FERRAZ DE VASCONCELOS,JUSTINO MARCONDES RANGEL PROFESSOR,ESTRADA DO CUPI,-23.5320780243859,-46.3926721275085,4.32,41166,108.45070422535213,,70.83333333333333,41166,,2.96,2.05
440,47466,RIBEIRAO PRETO,DJANIRA VELHO PROFESSORA,RUA BORBA GATO,-21.1767845153809,-47.8235549926758,7.98,47466,58.52842809364548,,43.02325581395348,47466,,4.74,3.69
441,576475,RIBEIRAO PRETO,JARDIM FLAMBOYANS,VIRGILIO BUENO ,-21.161449432373,-47.7276000976563,5.35,576475,,,,576475,5.83,3.7,3.71
442,909737,RIBEIRAO PRETO,GLORIA DOS SANTOS FONSECA PROFESSORA,RUA MANAUS,-21.139690399169897,-47.807399749755895,4.19,909737,,-3.442879499217524,,909737,6.17,,
443,923023,SERTAOZINHO,NICIA FABIOLA ZANUTTO GIRALDI PROFESSORA,RUA SEBASTIAO SAMPAIO,-21.1463,-47.977,6.09,923023,3.2418952618453836,,20.88607594936708,923023,,4.14,3.82
444,7997,AGUDOS,MANOEL GONCALVES PROF,RUA SEBASTIO FAUSTINO MARTINS,-22.4744,-48.9813,3.6399999999999997,7997,58.69565217391304,,37.77777777777778,7997,,2.92,1.86
445,43597,BAURU,AZARIAS LEITE,ADANTE GIGO ,-22.323,-49.0319,6.27,43597,7.692307692307692,,71.25748502994011,43597,,3.22,2.86
446,921026,FRANCISCO MORATO,PEDRO PAULO DE AGUIAR,AV PAULO BROSSARD,-23.2746,-46.721000000000004,4.07,921026,67.76315789473682,,110.9375,921026,,2.55,1.35
447,6075,GUARULHOS,ERICO VERISSIMO,RUA PORTUGUESA,-23.4850283,-46.5493041,6.99,6075,41.54929577464788,,66.85393258426967,6075,,4.02,2.97
448,6336,GUARULHOS,JOAO DE ALMEIDA BARBOSA,AVENIDA NOVA CUMBICA,-23.462496005602397,-46.466649229339396,5.31,6336,,11.711711711711702,,6336,4.96,,
449,13407,PINDAMONHANGABA,MARIO TAVARES DOUTOR,GUILHERME NICOLETTI ,-22.8920250052781,-45.3916330013275,6.1,13407,59.523809523809504,,19.44444444444444,13407,,4.02,2.58
450,15209,ITAPETININGA,ERNESTA XAVIER RABELO ORSI PROFA,RUA JUVENAL ROLIN CYRENEU,-23.589737439390998,-48.034764670639,4.82,15209,67.21854304635761,,148.64864864864862,15209,,5.05,5.52
451,46899,ITAPETININGA,ERNESTINA LOUREIRO MIRANDA PROFA,SANTINO LEME DE ALMEIDA ,-23.5641480024612,-48.0391819782959,2.76,46899,29.166666666666675,,16.7741935483871,46899,,3.1,1.81
452,16858,IPERO,GASPAR RICARDO JUNIOR DR,RUA SANTO ANTONIO,-23.3498874674388,-47.6888421177864,6.21,16858,,,13.756613756613758,16858,,,2.15
453,903279,SOROCABA,FLAVIO GAGLIARDI PROFESSOR,ARTUR CALDINI ,-23.479139452721,-47.43446096759789,4.29,903279,54.40414507772021,55.62130177514793,,903279,5.26,2.98,3.07
454,919925,SOROCABA,DIONYSIO VIEIRA PROFESSOR,JOSE LUIZ PEREIRA DA SILVA ,-23.4461,-47.4682,5.16,919925,0.3533568904593564,,70.0,919925,,2.84,2.04
455,924878,SALTO DE PIRAPORA,JARDIM DANIEL DAVID HADDAD,AVENIDA PEDRO PIRES DE MELO,-23.6619,-47.5811,4.54,924878,31.72413793103448,,57.29166666666667,924878,,3.82,3.02
456,34095,TIMBURI,BENTO DE QUEIROZ PADRE,RUA ANTONIO MARANHO,-23.204,-49.6074,4.44,34095,32.18390804597702,,23.886639676113354,34095,,3.45,3.06
457,17115,SANTA BARBARA D'OESTE,ELISABETH STEAGALL PIRTOUSCHEG PROFA,IRIDIO ,-22.7534,-47.3632,6.4,17115,83.49514563106797,,,17115,,5.67,
458,17917,ATIBAIA,GABRIEL DA SILVA PROFESSOR,AVENIDA SAO JOAO,-23.1078,-46.5569,6.16,17917,,,,17917,,4.42,
