CodigoCIE,CodigoINEP,CodigoDiretoria,NomeDiretoria,NomeEscola,NomeMunicipio,NivelEnsino,Ano2011,Ano2012,Ano2013,Ano2014,Ano2015,Ano2016,Ano2017
206,35000206,10101,NORTE 1,ALIPIO DE BARROS PROFESSOR                                  ,SAO PAULO,AI,3.85,4.53,4.27,5.49,4.94,5.18,5.2
2082,35002082,10205,LESTE 5,BLANCA ZWICKER SIMOES PROFESSORA                            ,SAO PAULO,AI,6.42,5.95,6.83,6.64,6.62,7.13,7.41
3165,35003165,10208,LESTE 4,JANDYRA VIEIRA CUNHA BARRA PROFA                            ,SAO PAULO,AI,4.23,4.5,3.59,4.92,4.57,4.91,5.43
681,35000681,10102,CENTRO,TOLEDO BARBOSA                                              ,SAO PAULO,AI,4.72,4.13,4.7,4.58,4.54,5.35,5.53
449,35000449,10102,CENTRO,TAUNAY VISCONDE DE                                          ,SAO PAULO,AI,4.69,5.93,7.11,8.03,6.25,5.97,6.9
127,35000127,10101,NORTE 1,JOSE ALTENFELDER SILVA PROFESSOR                            ,SAO PAULO,AI,4.22,4.14,4.21,4.88,6.01,5.69,5.74
504,35000504,10102,CENTRO,MARIO TEIXEIRA MARIANO PROFESSOR                            ,SAO PAULO,AI,4.5,5,5.66,6.02,6.63,6.31,6.17
255,35000255,10101,NORTE 1,CLODOMIRO CARNEIRO                                          ,SAO PAULO,AI,,,,,,,
1430,35001430,10205,LESTE 5,ANDRE OHL                                                   ,SAO PAULO,AI,5.83,5.08,5.96,5.1,6.11,6.28,6.34
619,35000619,10101,NORTE 1,REGENTE FEIJO                                               ,SAO PAULO,AI,5,4.6,3.81,4.64,4.81,4.5,5.79
4996,35004996,10314,SUL 2,DAVINA AGUIAR DIAS PROFESSORA                               ,SAO PAULO,AI,3.13,2.81,3.86,3.4,5.57,4.12,3.73
1442,35001442,10205,LESTE 5,ANDRE XAVIER GALLICHO PROFESSOR                             ,SAO PAULO,AI,5.04,3.73,,5.79,6.12,4.87,5.16
2124,35002124,10205,LESTE 5,CARLOS ESCOBAR                                              ,SAO PAULO,AI,5.52,6.5,3.42,3.36,4.57,5.1,5.04
4406,35004406,10316,CENTRO SUL,MILDRE ALVARES BIAGGI PROFESSORA                            ,SAO PAULO,AI,4.38,3.99,,4.85,6.29,5.83,5.49
863,35000863,10104,NORTE 2,JOSE MARCELINO DA FONSECA MAJOR                             ,SAO PAULO,AI,6.43,6.72,6.49,6.76,7.1,7.94,7.28
85,35000085,10101,NORTE 1,JULIO CESAR DE OLIVEIRA PROFESSOR                           ,SAO PAULO,AI,3.76,5.2,4.91,5.54,5.78,6.61,5.89
644,35000644,10101,NORTE 1,PIO XII                                                     ,SAO PAULO,AI,4.76,3.57,3.3,4.07,5.81,6.07,5.99
61,35000061,10101,NORTE 1,SUZANA DE CAMPOS DONA                                       ,SAO PAULO,AI,3.65,,3.34,3.73,4.81,4.77,5.51
115,35000115,10101,NORTE 1,FRANCISCO FARIA NETO PROFESSOR                              ,SAO PAULO,AI,3.38,2.89,3.03,3.52,3.47,4.44,4.25
2948,35002948,10210,LESTE 2,PLINIO CAIADO DE CASTRO DR                                  ,SAO PAULO,AI,3.26,3.36,3.32,3.96,3.91,4.8,4.54
1053,35001053,10104,NORTE 2,LUIZ AMARAL WAGNER PROF                                     ,SAO PAULO,AI,4.66,4.49,4.77,4.29,4.55,4.39,4.1
152,35000152,10101,NORTE 1,OCTAVIO MONTEIRO DE CASTRO PROFESSOR                        ,SAO PAULO,AI,4.53,4.62,5.13,6.01,6.1,4.79,5.2
425,35000425,10104,NORTE 2,REPUBLICA DO CHILE                                          ,SAO PAULO,AI,4.65,5.28,5.42,4.52,6.47,6.01,6.24
24,35000024,10101,NORTE 1,GAVIAO PEIXOTO BRIGADEIRO                                   ,SAO PAULO,AI,,3.78,,,,,4.83
1223,35001223,10104,NORTE 2,MARIA PAULA MARCONDES DOMINGUES PROFA                       ,SAO PAULO,AI,5.86,5.22,5.08,5.63,7.12,5.66,6.65
3049,35003049,10210,LESTE 2,ANTONIO DE PADUA VIEIRA                                     ,SAO PAULO,AI,4.2,4.29,4.71,5.07,5.76,6.13,5.85
2021,35002021,10205,LESTE 5,IRENE RIBEIRO PROFESSORA                                    ,SAO PAULO,AI,5.32,4.93,4.91,4.98,6.52,6.08,7.33
693,35000693,10104,NORTE 2,RITA BICUDO PEREIRA PROFA                                   ,SAO PAULO,AI,2.82,3.91,3.28,4.44,4.53,5.84,4.78
1119,35001119,10104,NORTE 2,EURIPEDES DE CASTRO                                         ,SAO PAULO,AI,3.73,4.88,4.41,4.49,4.84,4.24,4.7
474,35000474,10101,NORTE 1,MATHIAS AIRES                                               ,SAO PAULO,AI,4.31,4.7,5.62,8.19,5.8,6.72,5.6
1892,35001892,10316,CENTRO SUL,REPUBLICA DO PARAGUAY                                       ,SAO PAULO,AI,5.24,5.43,6.03,8.48,,,5.62
310,35000310,10102,CENTRO,ARY BARROSO                                                 ,SAO PAULO,AI,3.66,4.63,3.7,3.58,4.45,5.97,4.25
309,35000309,10102,CENTRO,BENEDITO TOLOSA PROFESSOR                                   ,SAO PAULO,AI,4.37,4.51,4.12,4.88,4.13,4.86,5.3
632,35000632,10101,NORTE 1,AUGUSTO DE MACEDO COSTA DOUTOR                              ,SAO PAULO,AI,3.3,3.58,4.7,4.97,6.58,5.16,5.47
7432,35007432,10601,DIADEMA,ALDEMIR DE SOUZA CASTRO PROFESSOR                           ,DIADEMA,AI,4.34,4.94,5.71,5.49,6.52,6.47,6.88
784,35000784,10102,CENTRO,ANESIA SINCORA PROFESSORA                                   ,SAO PAULO,AI,3.99,4.26,3.97,4.29,4.01,4.7,4.4
2012,35002012,10205,LESTE 5,JOAO CLIMACO DA SILVA KRUSE PROFESSOR                       ,SAO PAULO,AI,6.78,6.24,5.88,5.47,7,6.62,6.53
292,35000292,10101,NORTE 1,DALILA DE ANDRADE COSTA PROFESSORA                          ,SAO PAULO,AI,3.23,1.48,2.65,3.28,3.47,3.48,3.3
516,35000516,10102,CENTRO,JOSE CARLOS DIAS PROFESSOR                                  ,SAO PAULO,AI,4.52,5.1,5.42,5.82,5.46,5.77,5.59
73,35000073,10101,NORTE 1,JULIO DE FARIA E SOUZA PROFESSOR                            ,SAO PAULO,AI,3.95,5.81,6.24,4.2,5.72,4.73,5.49
3311,35003311,10211,LESTE 3,ANDRE NUNES JUNIOR                                          ,SAO PAULO,AI,2.97,3.67,3.6,3.94,4.83,5.76,4.83
231,35000231,10101,NORTE 1,CHIQUINHA RODRIGUES                                         ,SAO PAULO,AI,6.2,5.1,8.13,6.56,5.31,4.58,5.09
1521,35001521,10102,CENTRO,PAULO LUIG FREI                                             ,SAO PAULO,AI,3.29,4.21,4.89,4.69,5.43,5.57,5.65
1399,35001399,10205,LESTE 5,PAULO MONTE SERRAT PROFESSOR                                ,SAO PAULO,AI,5.45,5.42,4.7,5.7,6.3,6.64,6.19
243,35000243,10101,NORTE 1,ISABEL VIEIRA DE SERPA E PAIVA PROFESSORA                   ,SAO PAULO,AI,3.34,4.57,4.32,5.09,4.5,5.28,5.2
1193,35001193,10104,NORTE 2,PHILOMENA BAYLAO PROFA                                      ,SAO PAULO,AI,4.6,4.13,4.59,5.09,5.37,4.75,5.05
2823,35002823,10207,LESTE 1,MARINHA DO BRASIL                                           ,SAO PAULO,AI,3.57,3.51,2.95,4.38,4.71,5.1,5.45
1387,35001387,10205,LESTE 5,THEODORO DE MORAES PROFESSOR                                ,SAO PAULO,AI,5.41,5.94,5.74,6.3,6.01,6.41,5.42
1764,35001764,10316,CENTRO SUL,ANNITA ATALLA PROFESSORA                                    ,SAO PAULO,AI,4.98,4.8,5.59,5.12,5.83,6.41,6.4
6063,35006063,10402,GUARULHOS SUL,FREDERICO DE BARROS BROTERO PROFESSOR                       ,GUARULHOS,AI,4.15,5.6,5.48,5.94,5.63,5.9,6.22
3463,35003463,10312,CENTRO OESTE,REINALDO RIBEIRO DA SILVA DOUTOR                            ,SAO PAULO,AI,3.75,3.16,3.56,,,,
346,35000346,10101,NORTE 1,MANOEL DA NOBREGA PADRE                                     ,SAO PAULO,AI,5.42,4.91,5.81,6.2,5.6,5.71,6.25
1958,35001958,10316,CENTRO SUL,JULIA MACEDO PANTOJA PROFESSORA                             ,SAO PAULO,AI,6.2,5.6,,6.8,5.78,6.15,5.92
565,35000565,10101,NORTE 1,NOSSA SENHORA DO RETIRO                                     ,SAO PAULO,AI,3.55,3.52,2.81,5.7,5.22,7.04,4.33
541,35000541,10102,CENTRO,JOAQUIM NABUCO                                              ,SAO PAULO,AI,3.91,3.82,4.17,5.11,5.64,4.95,6.12
590,35000590,10102,CENTRO,PAULO SETUBAL                                               ,SAO PAULO,AI,5.25,5.01,5.93,5.42,5.28,6.17,7.23
2288,35002288,10205,LESTE 5,PAULO CAVALCANTI ALBUQUERQUE PROFESSOR                      ,SAO PAULO,AI,3.72,4.49,4.86,4.92,5.56,5.26,5.51
1200,35001200,10104,NORTE 2,LAEL DE MOURA PRADO PROF                                    ,SAO PAULO,AI,5.43,5.33,6.5,5.19,5.91,5.73,6.04
772,35000772,10104,NORTE 2,VISCONDE DE INHAUMA ALMIRANTE                               ,SAO PAULO,AI,4.95,4.65,4.98,6.07,5.63,6.05,5.81
103,35000103,10101,NORTE 1,JOAO BOEMER JARDIM PROFESSOR                                ,SAO PAULO,AI,4.77,3.43,4.96,4.16,3.75,5.24,4.75
1922,35001922,10205,LESTE 5,JULIETA NOGUEIRA RINALDI PROFESSORA                         ,SAO PAULO,AI,4.26,4.71,4.73,6.09,6.11,6.04,6.61
2987,35002987,10207,LESTE 1,GABRIEL PELICIOTTI PROFESSOR                                ,SAO PAULO,AI,4.6,4.21,4.74,4.22,5.36,5.59,5.55
5253,35005253,10314,SUL 2,JOAO DE DEUS CARDOSO DE MELLO                               ,SAO PAULO,AI,2.66,3.45,4.09,3.88,4.02,4.64,4.51
2872,35002872,10207,LESTE 1,MAXIMO DE MOURA SANTOS PROFESSOR                            ,SAO PAULO,AI,4.22,3.91,3.35,4.49,4.82,4.86,4.73
2380,35002380,10207,LESTE 1,SANTOS DUMONT                                               ,SAO PAULO,AI,4.65,4.54,4.11,4.7,5.92,5.74,5.48
851,35000851,10205,LESTE 5,JULIO MAIA                                                  ,SAO PAULO,AI,3.98,6.45,6.6,6.04,5.52,5.83,6.13
1478,35001478,10102,CENTRO,EDUARDO PRADO                                               ,SAO PAULO,AI,4.67,4.66,3.86,4.87,5.58,5.46,4.12
985,35000985,10102,CENTRO,REPUBLICA DA BOLIVIA                                        ,SAO PAULO,AI,4.54,5.08,5.07,5.2,6.97,5.85,6.3
2732,35002732,10207,LESTE 1,IRENE BRANCO DA SILVA PROFESSORA                            ,SAO PAULO,AI,3.68,2.74,4.06,3.81,4.71,4.55,4.92
4194,35004194,10312,CENTRO OESTE,ADALGIZA SEGURADO DA SILVEIRA PROFESSORA                    ,SAO PAULO,AI,3.25,2.47,3.25,3.31,4.39,4.32,5.47
5095,35005095,10317,SUL 1,HUGO LACORTE VITALE DEPUTADO                                ,SAO PAULO,AI,3.43,3.03,,,,,
1909,35001909,10316,CENTRO SUL,CAROLINA AUGUSTA DA COSTA GALVAO PROFESSORA                 ,SAO PAULO,AI,4.35,4.52,3.35,4.31,4.64,5.34,4.19
3505,35003505,10102,CENTRO,DEODORO MARECHAL                                            ,SAO PAULO,AI,4.07,4.28,3.84,4.47,4.98,4.96,5.23
4789,35004789,10316,CENTRO SUL,ANTONIO CASTELAR DE FRANCESCHI                              ,SAO PAULO,AI,4.45,4.49,4.76,4.46,6.17,7,6.57
1181,35001181,10104,NORTE 2,RAFAEL DE MORAES LIMA PROF                                  ,SAO PAULO,AI,6.58,6.16,5.5,4.93,5.63,5.96,5.44
2367,35002367,10208,LESTE 4,OLGA MARINOVIC DORO PROFA                                   ,SAO PAULO,AI,4.79,5.48,5.96,6.61,6.7,6.38,6.2
1485,35001485,10205,LESTE 5,GUERINO RASO                                                ,SAO PAULO,AI,4.97,4.65,3.29,5.43,4.9,6.08,5.41
1089,35001089,10104,NORTE 2,GABRIELA MISTRAL                                            ,SAO PAULO,AI,3.21,3.69,4.05,4.7,3.51,5.16,5.5
1995,35001995,10205,LESTE 5,JULIA AMALIA AZEVEDO ANTUNES PROFESSORA                     ,SAO PAULO,AI,5.2,5.04,5.78,5.58,6.86,6.86,6.72
3360,35003360,10312,CENTRO OESTE,ALFREDO PAULINO                                             ,SAO PAULO,AI,5.89,6.43,5.89,6.26,7.77,6.99,7.29
1545,35001545,10316,CENTRO SUL,PANDIA CALOGERAS                                            ,SAO PAULO,AI,5.89,6.21,6.93,6.38,6.6,6.76,6.28
361,35000361,10101,NORTE 1,PASQUALE PECCICACCO                                         ,SAO PAULO,AI,4.62,4.87,4.7,5.51,5,5.91,5.65
437,35000437,10102,CENTRO,ANGELINA MADUREIRA PROFESSORA                               ,SAO PAULO,AI,3.14,3.56,4.08,4.83,5.44,5.22,5.43
1405,35001405,10102,CENTRO,ROMAO PUIGARI                                               ,SAO PAULO,AI,4.22,4.4,3.99,4.29,5.1,5.12,5.11
2537,35002537,10207,LESTE 1,ADALGISA MOREIRA PIRES PROFESSORA                           ,SAO PAULO,AI,4.58,4.17,4.19,4.85,4.77,5.15,4.8
3128,35003128,10211,LESTE 3,DECIO FERRAZ ALVIM PROFESSOR DOUTOR                         ,SAO PAULO,AI,3.18,3.65,3.53,3.88,4.35,5.44,5.8
2094,35002094,10205,LESTE 5,FREDERICO VERGUEIRO STEIDEL                                 ,SAO PAULO,AI,4.58,5.01,5.05,5.4,6.67,6.38,6.61
1338,35001338,10104,NORTE 2,MARIA ANGELITA SAYAGO LAET PROFA                            ,SAO PAULO,AI,3.84,4.51,4.34,4.87,4.87,5.27,5.6
1570,35001570,10102,CENTRO,ORESTES GUIMARAES                                           ,SAO PAULO,AI,3.32,3.14,3,3.82,3.82,4.04,3.96
899,35000899,10102,CENTRO,PEDRO COSTA DEPUTADO                                        ,SAO PAULO,AI,4.1,4.81,4.16,4.95,6.04,4.55,6.21
7912,35007912,10602,MAUA,JOAO GAUDENCIO MAININE PROFESSOR                            ,RIBEIRAO PIRES,AI,5.48,5.49,5.41,5.53,6.47,5.54,6.04
759,35000759,10205,LESTE 5,FLORINDA CARDOSO PROFESSORA                                 ,SAO PAULO,AI,4.71,5.91,7.52,5.26,5.36,5.55,5.56
3268,35003268,10211,LESTE 3,SEBASTIAO FARIA ZIMBRES PROFESSOR                           ,SAO PAULO,AI,2.42,2.6,2.41,2.62,,,
875,35000875,10104,NORTE 2,CASTRO ALVES                                                ,SAO PAULO,AI,4.37,3.98,3.31,3.43,,5.29,
10844,35010844,10704,OSASCO,MARIA AUGUSTA SIQUEIRA PROFESSORA                           ,OSASCO,AI,4.67,4.43,,,,,
1211,35001211,10104,NORTE 2,MIGUEL VIEIRA FERREIRA DR                                   ,SAO PAULO,AI,3.72,4.19,5.43,5.03,4.76,5.99,6.38
2355,35002355,10208,LESTE 4,MARISA DE MELLO PROFA                                       ,SAO PAULO,AI,5.92,6.56,7.16,5.57,5.8,6.28,6.89
358,35000358,10102,CENTRO,MATILDE MACEDO SOARES                                       ,SAO PAULO,AI,4.9,4.36,4.52,3.83,5.14,5.29,5.04
1351,35001351,10104,NORTE 2,ADEMAR HIROSHI SUDA PROF                                    ,SAO PAULO,AI,5.8,6.34,6.72,7.71,7.74,8.23,6.82
279,35000279,10101,NORTE 1,GALDINO LOPES CHAGAS PROFESSOR                              ,SAO PAULO,AI,3.37,3.24,4.1,4.15,4.64,5,4.7
3487,35003487,10102,CENTRO,ARTHUR GUIMARAES                                            ,SAO PAULO,AI,5.06,4.3,4.62,4.76,5.08,5.45,5.11
656,35000656,10102,CENTRO,FRONTINO GUIMARAES                                          ,SAO PAULO,AI,3.95,4.45,,4.37,,,
2781,35002781,10207,LESTE 1,JOSE DE CARVALHO PADRE                                      ,SAO PAULO,AI,4.14,4.44,4.04,4.84,5.96,5.56,5.06
1569,35001569,10316,CENTRO SUL,OSWALDO CRUZ                                                ,SAO PAULO,AI,4.38,4.8,3.93,4.63,5.07,5.51,4.27
700,35000700,10205,LESTE 5,HORACIO LAFER MINISTRO                                      ,SAO PAULO,AI,4.62,4.92,4.13,6.13,6.33,5.95,4.66
1508,35001508,10205,LESTE 5,ANTONIO DE QUEIROZ TELLES DOUTOR                            ,SAO PAULO,AI,4.92,4.56,4.49,5.36,6.21,5.52,5.86
3050,35003050,10210,LESTE 2,ELIZA RAQUEL MACEDO DE SOUZA PROFA                          ,SAO PAULO,AI,,,,,,,
4424,35004424,10316,CENTRO SUL,FRANCISCO DE ASSIS REYS                                     ,SAO PAULO,AI,4.35,5.67,6.98,6.43,5.93,6.03,7.07
3815,35003815,10316,CENTRO SUL,FLORIANO MARECHAL                                           ,SAO PAULO,AI,3.78,4.46,5.36,4.49,6.01,5.59,6
8023,35008023,10603,SANTO ANDRE,GABRIEL OSCAR DE AZEVEDO ANTUNES PROFESSOR                  ,SANTO ANDRE,AI,5.61,5.4,6.65,4.25,6.39,6.94,6.42
3864,35003864,10312,CENTRO OESTE,CECILIANO JOSE ENNES PROFESSOR                              ,SAO PAULO,AI,4.33,3.51,4.6,5.8,6.63,5.76,5.74
6506,35006506,10403,GUARULHOS NORTE,HAROLDO VELOSO BRIGADEIRO                                   ,GUARULHOS,AI,3.28,2.04,,,,,
3612,35003612,10312,CENTRO OESTE,GUILHERME KUHLMANN                                          ,SAO PAULO,AI,5.1,5.3,4.55,5.57,5.47,5.43,5.56
2379,35002379,10207,LESTE 1,RITA JULIA DE OLIVEIRA PROFESSORA                           ,SAO PAULO,AI,4.1,4.81,4.3,4.61,5.63,5.99,6.07
1090,35001090,10104,NORTE 2,JOSE MARIA REYS PROF                                        ,SAO PAULO,AI,4.98,5.29,5.2,5.27,5.67,6.13,6.64
1065,35001065,10104,NORTE 2,DAVID EUGENIO DOS SANTOS PROF                               ,SAO PAULO,AI,5.04,5.71,5.57,5.78,5.36,5.92,5.05
4467,35004467,10316,CENTRO SUL,GOMES CARDIM PROFESSOR                                      ,SAO PAULO,AI,5.53,4.88,5.57,5.01,5.78,5.09,7.62
3347,35003347,10312,CENTRO OESTE,REYNALDO PORCHAT PROFESSOR                                  ,SAO PAULO,AI,5.19,4.76,6,6.49,6.18,5.72,6.22
2756,35002756,10207,LESTE 1,EUNICE LAUREANO DA SILVA PROFESSORA                         ,SAO PAULO,AI,5.89,4.66,4.38,5.37,5.3,6.22,6.32
2458,35002458,10208,LESTE 4,BERNARDO RODRIGUES NOGUEIRA DOM                             ,SAO PAULO,AI,5.24,4.86,6.43,5.74,5.58,6.42,6.58
3013,35003013,10210,LESTE 2,DIOGO DE FARIA DR                                           ,SAO PAULO,AI,3.65,3.6,4.42,4.6,4.83,5.49,5.14
4133,35004133,10312,CENTRO OESTE,ENNIO VOSS PROFESSOR                                        ,SAO PAULO,AI,5.16,4.71,4.91,5.76,5.45,5.83,5.82
7109,35007109,10503,ITAQUAQUECETUBA,JOSE GAMA DE MIRANDA                                        ,ITAQUAQUECETUBA,AI,2.41,,,3.06,,,
3633,35003633,10102,CENTRO,FARIA LIMA BRIGADEIRO                                       ,SAO PAULO,AI,5.05,5.1,5.75,4.98,6.05,6.18,5.39
3136,35003136,10208,LESTE 4,LINA DA COSTA COUTO PROFA                                   ,SAO PAULO,AI,4,4.06,4.34,4.79,4.67,5.82,4.77
2963,35002963,10210,LESTE 2,JOSE BONIFACIO ANDRADA E SILVA JARDIM PROF                  ,SAO PAULO,AI,2.91,3.37,3.01,,,,
3712,35003712,10102,CENTRO,MARINA CINTRA PROFESSORA                                    ,SAO PAULO,AI,4.49,4.37,4.37,4.47,4.14,5.74,5.19
1582,35001582,10205,LESTE 5,DOMINGOS FAUSTINO SARMIENTO                                 ,SAO PAULO,AI,3.43,3.05,3.55,4.09,4.33,4.3,4.86
2951,35002951,10210,LESTE 2,MANOEL DE NOBREGA DEPUTADO                                  ,SAO PAULO,AI,3.9,3.58,3.44,4.23,,,
5061,35005061,10314,SUL 2,ZULMIRA CAVALHEIRO FAUSTINO DONA                            ,SAO PAULO,AI,2.85,2.64,4.06,3.75,,4.1,4.31
5897,35005897,10402,GUARULHOS SUL,PAULO NOGUEIRA PROFESSOR                                    ,GUARULHOS,AI,4.56,3.55,3.42,4.48,5.09,5.92,5.49
3001,35003001,10210,LESTE 2,DARIO DE QUEIROZ PROF                                       ,SAO PAULO,AI,1.94,2.55,1.58,2.9,3.16,3.68,2.7
4397,35004397,10316,CENTRO SUL,JOSE ESCOBAR PROFESSOR                                      ,SAO PAULO,AI,4.83,5.31,4.49,5.48,6.33,5.59,4.83
4819,35004819,10316,CENTRO SUL,RAUL HUMAITA VILLA NOVA CORONEL                             ,SAO PAULO,AI,5.7,5.95,6.27,5.73,7.77,7.3,8.12
3098,35003098,10208,LESTE 4,ASCANIO DE AZEVEDO CASTILHO PROF                            ,SAO PAULO,AI,4,4.4,3.67,4.39,5.05,4.94,5.38
2938,35002938,10210,LESTE 2,ALBERTO SCHWEITZER                                          ,SAO PAULO,AI,3.15,3.73,4.24,4.05,5.52,4.91,4.75
1867,35001867,10205,LESTE 5,LUIZA MENDES CORREA SOUZA PROFESSORA                        ,SAO PAULO,AI,4.01,4.26,5.58,4.31,5.2,5.59,5.71
3177,35003177,10211,LESTE 3,ALCIDES BOSCOLO PROFESSOR                                   ,SAO PAULO,AI,3.42,3.65,3.7,5.09,5.08,5.95,5.44
2446,35002446,10207,LESTE 1,JOSE DE CAMPOS CAMARGO PROFESSOR                            ,SAO PAULO,AI,4.88,4.44,4.08,4.6,5.9,6.36,6.88
4340,35004340,10316,CENTRO SUL,ROOSEVELT PRESIDENTE                                        ,SAO PAULO,AI,3.59,3.78,3.9,4.31,5.31,5.98,4.46
1879,35001879,10316,CENTRO SUL,JOAO FIRMINO DE CAMPOS                                      ,SAO PAULO,AI,5.05,4.95,5.16,6,6.13,6.43,6.17
1314,35001314,10104,NORTE 2,CASSIO DA COSTA VIDIGAL                                     ,SAO PAULO,AI,4.28,4.08,3.95,4.77,4.76,4.35,5.2
1512,35001512,10316,CENTRO SUL,ARMANDO ARAUJO                                              ,SAO PAULO,AI,5.28,5.2,4.87,6.07,5.62,4.88,5.57
4042,35004042,10312,CENTRO OESTE,HENRIQUE DUMONT VILLARES                                    ,SAO PAULO,AI,5.25,5.75,4.98,5.72,7.71,7,6.86
3293,35003293,10207,LESTE 1,THALES CASTANHO DE ANDRADE PROFESSOR                        ,SAO PAULO,AI,3.72,3.78,3.69,3.91,4.72,5.88,4.69
6427,35006427,10402,GUARULHOS SUL,JOAO CAVALHEIRO SALEM PROFESSOR                             ,GUARULHOS,AI,3.28,3.85,3.92,4.36,4.85,6.85,5.47
3897,35003897,10312,CENTRO OESTE,ALFREDO BRESSER                                             ,SAO PAULO,AI,4.39,4.76,4.29,5.45,5.8,4.17,5.97
4388,35004388,10316,CENTRO SUL,SEMINARIO NOSSA SENHORA DA GLORIA                           ,SAO PAULO,AI,5.01,4.18,4.48,5.69,6.16,6.42,5.85
3759,35003759,10316,CENTRO SUL,MARIA JOSE                                                  ,SAO PAULO,AI,3.38,4.03,5.38,4.28,,5.43,4.86
2392,35002392,10207,LESTE 1,JOSE BARTOCCI PROFESSOR                                     ,SAO PAULO,AI,4.34,4.7,4.01,4.17,5.29,5.49,5.35
7924,35007924,10602,MAUA,MARIA PASTANA MENATO PROFESSORA                             ,RIBEIRAO PIRES,AI,5.24,4.96,4.38,4.34,4.26,6.29,4.77
1077,35001077,10104,NORTE 2,JUDITH GUIMARAES DOS SANTOS PROFA                           ,SAO PAULO,AI,5.28,6.16,5.07,6.46,7.91,5.54,6.24
6385,35006385,20207,JACAREI,WASHINGTON LUIZ PEREIRA DE SOUZA DR                         ,ARUJA,AI,3.87,4.58,,,,,
1120,35001120,10102,CENTRO,EXPEDICIONARIO BRASILEIRO                                   ,SAO PAULO,AI,6.31,6.39,5.84,5.66,6.52,6.32,7.01
18557,35018557,20417,CAMPINAS LESTE,ARY MONTEIRO GALVAO PROFESSOR                               ,CAMPINAS,AI,6,6.52,6.37,6.61,7.51,6.63,6.68
4418,35004418,10316,CENTRO SUL,NOSSA SENHORA APARECIDA                                     ,SAO PAULO,AI,3.66,3.16,2.68,4.29,5.61,5.31,5.23
4005,35004005,10312,CENTRO OESTE,MARIA EUGENIA MARTINS PROFESSORA                            ,SAO PAULO,AI,,,2.54,3.61,4.58,,
1806,35001806,10205,LESTE 5,JOY ARRUDA DOUTOR                                           ,SAO PAULO,AI,5.34,5.38,6.11,5.84,6.49,7.04,6.33
3803,35003803,10312,CENTRO OESTE,VICTOR OLIVA PROFESSOR                                      ,SAO PAULO,AI,4.64,5.44,7.3,7.17,6.15,6.03,5.62
6440,35006440,10402,GUARULHOS SUL,OSWALDO SAMPAIO ALVES                                       ,GUARULHOS,AI,4.42,3.67,3.48,3.93,4.16,4.19,4.07
6877,35006877,10501,MOGI DAS CRUZES,ALMEIDA CORONEL                                             ,MOGI DAS CRUZES,AI,5.09,,,,,,
4285,35004285,10316,CENTRO SUL,JACQUES MARITAIN                                            ,SAO PAULO,AI,4.55,4.15,4.5,4.98,7.53,6.4,5.43
3621,35003621,10102,CENTRO,PRUDENTE DE MORAES                                          ,SAO PAULO,AI,3.18,3.72,3.65,4.31,4.95,4.31,4.37
2768,35002768,10207,LESTE 1,VALACE MARQUES PROFESSOR                                    ,SAO PAULO,AI,3.33,3.3,,4.58,3.17,4,4.35
1818,35001818,10208,LESTE 4,JOCELYN PONTES GESTAL PROF                                  ,SAO PAULO,AI,4.33,3.88,3.74,4.61,3.89,4.33,5.21
1697,35001697,10205,LESTE 5,BEATRIZ R BASSI ASTORINO PROFESSORA                         ,SAO PAULO,AI,4.53,4.64,4.17,4.46,5.52,5.19,5.23
3300,35003300,10208,LESTE 4,ALFREDO ASHCAR PROF                                         ,SAO PAULO,AI,4.38,4.22,4.2,4.95,5.59,5.33,4.95
8710,35008710,10603,SANTO ANDRE,CAMILO PEDUTI                                               ,SANTO ANDRE,AI,4.47,5.4,5.22,6.51,7.62,6.28,6.69
6932,35006932,10502,SUZANO,MORATO DE OLIVEIRA DOUTOR                                   ,SUZANO,AI,6.39,6.93,7.19,5.81,5.48,5.75,5.7
8539,35008539,10603,SANTO ANDRE,FELIPE RICCI DE CAMARGO PROFESSOR                           ,SANTO ANDRE,AI,4.93,5.06,5.39,5.22,5.97,5.69,5.67
4716,35004716,10312,CENTRO OESTE,ERICO DE ABREU SODRE                                        ,SAO PAULO,AI,5.3,4.21,4.3,5.31,5.27,5.77,5.67
10248,35010248,10706,TABOAO DA SERRA,JOAO CALY PROFESSOR                                         ,TABOAO DA SERRA,AI,4.12,3.17,3.48,3.39,5.28,4.98,5.78
3992,35003992,10312,CENTRO OESTE,MARIO DE ANDRADE                                            ,SAO PAULO,AI,3.65,3.97,3.49,4.21,3.8,4.77,5
2999,35002999,10210,LESTE 2,SHINQUICHI AGARI                                            ,SAO PAULO,AI,3.71,4.21,2.89,4.06,,4.7,5.07
3190,35003190,10207,LESTE 1,ALVARES DE AZEVEDO                                          ,SAO PAULO,AI,4.03,3.72,4.28,5.2,4.97,4.8,5.57
4534,35004534,10317,SUL 1,REDUCINO DE OLIVEIRA LARA PROFESSOR                         ,SAO PAULO,AI,5.37,5.05,5.12,6.47,6.36,6.79,6.85
7717,35007717,10602,MAUA,WALT DISNEY                                                 ,MAUA,AI,6.1,6.8,6.12,7.08,6.67,7.02,6.98
3827,35003827,10316,CENTRO SUL,RODRIGUES ALVES                                             ,SAO PAULO,AI,4.73,4.46,5.44,5.24,5.69,5.37,5.4
