CodigoCIE,CodigoINEP,CodigoDiretoria,NomeDiretoria,NomeEscola,NomeMunicipio,NivelEnsino,Ano2011,Ano2012,Ano2013,Ano2014,Ano2015,Ano2016,Ano2017
23176,35023176,20504,FRANCA,MARIO D ELIA                                                ,FRANCA,AF,3.49,3.73,4.05,3.82,4,4.01,4.36
20540,35020540,20413,SAO JOAO DA BOA VISTA,JOSUE SILVEIRA DE MATTOS PADRE                              ,SAO JOAO DA BOA VISTA,AF,2.43,2.49,1.78,2.31,2.43,2.24,2.13
19197,35019197,20413,SAO JOAO DA BOA VISTA,OSCAR VILLARES                                              ,MOCOCA,AF,2.91,2.91,3.04,3.51,4.09,4.12,4.63
34599,35034599,21006,TUPA,JOAO BREDICKS                                               ,TUPA,AF,2.35,4.58,4.17,3.7,3.89,5.21,4.17
22263,35022263,20502,BARRETOS,ALMEIDA PINTO CORONEL                                       ,BARRETOS,AF,3.81,3.02,3.91,3.53,3.67,3.61,3.49
15106,35015106,20304,ITAPETININGA,ABILIO FONTES PROF                                          ,ITAPETININGA,AF,3.69,3.65,3.46,3.77,4.04,3.37,4.19
16861,35016861,20310,VOTORANTIM,ANNA CUEVAS GUIMARAES                                       ,SALTO DE PIRAPORA,AF,,2.02,2.03,2.76,3.27,2.66,3.48
16512,35016512,20303,BOTUCATU,ALDO ANGELINI                                               ,PORANGABA,AF,2.58,2.41,2.74,2.88,2.93,2.93,2.81
26803,35026803,20702,FERNANDOPOLIS,SANSARA SINGH FILHO PROFESSOR                               ,OUROESTE,AF,3.17,3.04,3.52,3.56,3.98,3.94,3.51
11927,35011927,20102,SANTOS,MARQUES DE SAO VICENTE                                      ,SANTOS,AF,3.3,3.3,3.39,3.23,4.12,3.58,3.57
26128,35026128,20604,LINS,OCTACILIO SANT ANNA PROF                                    ,LINS,AF,2.45,2.46,2.19,2.11,3.05,2.23,2.83
21696,35021696,20408,LIMEIRA,MARCIANO DE TOLEDO PIZA PROFESSOR                           ,RIO CLARO,AF,3.45,3.34,2.67,,,,
16111,35016111,20308,SOROCABA,GENESIO MACHADO PROFESSOR                                   ,SOROCABA,AF,3.01,2.89,2.71,2.76,3.75,3.22,4.02
36006,35036006,20407,JUNDIAI,JOAO BATISTA CURADO PROFESSOR                               ,JUNDIAI,AF,2.12,2.08,1.74,2.21,3.3,2.95,2.63
22901,35022901,20507,RIBEIRAO PRETO,ANTONIO BARREIROS PROFESSOR                                 ,ALTINOPOLIS,AF,4.16,3.13,3.85,3.71,4.36,4.33,3.78
24855,35024855,20511,TAQUARITINGA,GASTAO LIBERAL PINTO DOM                                    ,BORBOREMA,AF,2.47,2.37,4.4,4.64,5.18,5.01,5.4
24296,35024296,20507,RIBEIRAO PRETO,FRANCISCO FERREIRA DE FREITAS                               ,SERRA AZUL,AF,2.42,2.59,2.53,2.71,2.81,2.99,2.91
16615,35016615,20303,BOTUCATU,RENATO ANGELINI PROF                                        ,TORRE DE PEDRA,AF,2.3,2.8,2.38,2.74,3.68,2.75,3.65
10364,35010364,10703,ITAPEVI,DORVALINO ABILIO TEIXEIRA                                   ,JANDIRA,AF,2.36,2.36,1.65,1.77,2.11,2.3,2.94
10259,35010259,10706,TABOAO DA SERRA,ANTONIO INACIO MACIEL                                       ,TABOAO DA SERRA,AF,2.85,2.71,2.94,2.66,3.04,3.39,2.72
7857,35007857,10602,MAUA,GIUSEPPE PISONI PADRE                                       ,RIO GRANDE DA SERRA,AF,1.92,1.98,2.42,2.24,1.9,2.99,2.96
7274,35007274,10502,SUZANO,IIJIMA                                                      ,FERRAZ DE VASCONCELOS,AF,1.72,1.44,1.42,1.79,2.15,1.86,1.68
8679,35008679,10603,SANTO ANDRE,JOAQUIM LUCIO CARDOSO FILHO                                 ,SANTO ANDRE,AF,1.76,1.64,1.51,2.01,2.42,2.44,3.02
6762,35006762,20207,JACAREI,ROBERTO FEIJO DOUTOR                                        ,GUARAREMA,AF,2.71,1.56,2.44,2.33,2.78,2.94,2.9
12841,35012841,20202,GUARATINGUETA,NILO SANTOS VIEIRA PROF                                     ,GUARATINGUETA,AF,2.13,2.48,2.55,2.92,3.64,2.93,2.3
23553,35023553,20512,SERTAOZINHO,BRUNO PIERONI PROFESSOR                                     ,SERTAOZINHO,AF,2.26,2.78,,,,,
10637,35010637,20307,SAO ROQUE,PAULO SOARES DA SILVA                                       ,VARGEM GRANDE PAULISTA,AF,3.11,2.81,2.72,2.99,2.99,3.69,4.21
20655,35020655,20409,MOGI MIRIM,ARISTIDES GURJAO PROF                                       ,MOGI-MIRIM,AF,2.85,2.65,2.29,2.65,2.78,2.45,4.18
15982,35015982,20307,SAO ROQUE,ROQUE BASTOS PROFESSOR                                      ,IBIUNA,AF,3.14,2.64,3.93,3.36,3.79,3.17,3.04
34010,35034010,21004,OURINHOS,JOSEPHA CUBAS DA SILVA PROFESSORA                           ,OURINHOS,AF,2.19,2.76,3.46,2.33,3.7,3.31,3.46
20059,35020059,20411,PIRASSUNUNGA,FRANCISCO GRAZIANO                                          ,ARARAS,AF,3.43,2.27,3.07,3.22,3.62,3.48,4.14
30521,35030521,20804,PENAPOLIS,MARIA DE FATIMA GOMES ALVES                                 ,CLEMENTINA,AF,3.5,2.91,2.66,2.75,3.11,2.93,3.38
21830,35021830,20501,ARARAQUARA,DINORA MARCONDES GOMES PROFA                                ,AMERICO BRASILIENSE,AF,2.83,2.17,2.84,2.76,2.36,2.5,2.8
10170,35010170,10706,TABOAO DA SERRA,JULIETA CALDAS FERRAZ PROFESSORA                            ,TABOAO DA SERRA,AF,3.68,3.1,2.91,3.23,3.88,3.55,3.52
4455,35004455,10316,CENTRO SUL,OSCAR THOMPSON                                              ,SAO PAULO,AF,2.62,1.94,2.68,2.81,3.3,3.06,3.64
20990,35020990,20410,PIRACICABA,JOSE ABILIO DE PAULA                                        ,SAO PEDRO,AF,2.28,2.71,1.89,2.51,2.86,2.93,2.49
19112,35019112,20413,SAO JOAO DA BOA VISTA,CANDIDO RODRIGUES DOUTOR                                    ,SAO JOSE DO RIO PARDO,AF,3.63,3.95,3.51,3.32,3.92,3.78,3.39
5599,35005599,10401,CAIEIRAS,OLINDO DARTORA DR                                           ,CAIEIRAS,AF,2.65,2.54,2.71,2.48,,1.92,2.84
6185,35006185,10402,GUARULHOS SUL,WALDEMAR FREIRE VERAS VEREADOR                              ,GUARULHOS,AF,3.06,2.14,2.61,2.43,3.16,3.48,3.59
20230,35020230,20408,LIMEIRA,JOSE AMARO RODRIGUES                                        ,ARTUR NOGUEIRA,AF,2.98,2.86,3.26,3.14,3.54,2.9,2.86
16755,35016755,20310,VOTORANTIM,ARMANDO RIZZO PROFESSOR                                     ,VOTORANTIM,AF,3.17,2.57,2.71,2.51,2.32,2.61,3.59
15097,35015097,20304,ITAPETININGA,SEBASTIAO PINTO PROF                                        ,ITAPETININGA,AF,3.34,3.11,2.57,3.18,3.68,3.84,3.8
18910,35018910,20404,CAMPINAS OESTE,NORBERTO DE SOUZA PINTO PROF DOUTOR                         ,CAMPINAS,AF,2.32,2.16,1.91,1.74,2.61,1.88,2.26
10397,35010397,10703,ITAPEVI,VICENTE THEMUDO LESSA PROFESSOR                             ,JANDIRA,AF,1.85,2.02,1.21,,,,
5241,35005241,10314,SUL 2,PAULO OCTAVIO DE AZEVEDO PROFESSOR                          ,SAO PAULO,AF,1.88,2.15,2.28,1.85,1.7,2.34,2.7
16412,35016412,20308,SOROCABA,LUIZ NOGUEIRA MARTINS SENADOR                               ,SOROCABA,AF,2.18,2.66,2.29,3.02,3.18,3.41,3.34
17188,35017188,20401,AMERICANA,ARY MENEGATTO PROF                                          ,AMERICANA,AF,3.58,3.59,3.78,3.57,4.21,3.45,4.56
10157,35010157,10702,ITAPECERICA DA SERRA,OREDO RODRIGUES DA CRUZ                                     ,JUQUITIBA,AF,2.52,2.65,2.76,2.58,2.73,3.63,3.81
22500,35022500,20506,JABOTICABAL,ANSELMO BISPO DOS SANTOS                                    ,TAIACU,AF,2.51,2.25,2.41,2.98,3.56,3.3,3.71
39755,35039755,20306,ITU,MIRINHA TONELLO                                             ,SALTO,AF,3.46,2.43,2.38,2.82,3.35,2.86,3.17
20539,35020539,20409,MOGI MIRIM,OSCAR RODRIGUES ALVES DR                                    ,MOGI-MIRIM,AF,2.82,3.13,3.19,3.27,3.9,3.7,3.77
11290,35011290,20208,CARAGUATATUBA,EDUARDO CORREA DA COSTA JUNIOR DOUTOR                       ,CARAGUATATUBA,AF,3.61,3.79,2.92,,,,
22706,35022706,20511,TAQUARITINGA,VILLA LOBOS MAESTRO                                         ,PIRANGI,AF,3.17,2.68,3.27,3.79,4.88,5.02,4.66
13110,35013110,20202,GUARATINGUETA,JOAQUIM FERREIRA PEDRO PROF                                 ,LORENA,AF,2.01,1.64,2.73,2.62,3.58,2.9,3.8
14312,35014312,20301,APIAI,DIOGENES RIBEIRO DE LIMA                                    ,RIBEIRA,AF,2.43,2.45,2.71,2.76,2.96,3.55,2.53
11885,35011885,20102,SANTOS,ALZIRA MARTINS LICHTI PROFESSORA                            ,SANTOS,AF,1.69,2.31,2.3,2.43,3.1,2.37,3.01
13985,35013985,20206,TAUBATE,CERQUEIRA CESAR DOUTOR                                      ,PARAIBUNA,AF,2.5,2.84,2.73,2.52,3.03,3.16,3.62
24326,35024326,20507,RIBEIRAO PRETO,VERGINIO MELLONI                                            ,SANTA ROSA DE VITERBO,AF,3.19,3.13,3.11,3.51,3.66,3.52,2.97
11186,35011186,20208,CARAGUATATUBA,SEMIRAMIS PRADO DE OLIVEIRA PROFESSORA                      ,UBATUBA,AF,2.28,1.87,2.08,2.59,2.83,2.53,3.32
13912,35013912,20205,SAO JOSE DOS CAMPOS,RONDON MARECHAL                                             ,SAO JOSE DOS CAMPOS,AF,2.33,1.93,2.13,3.76,3.14,4.7,4.86
25070,35025070,20511,TAQUARITINGA,ANGELO MARTINO PROF                                         ,IBITINGA,AF,4.56,4.16,5.05,4.26,5.06,4.61,5.04
21714,35021714,20602,JAU,LAZARO FRANCO DE MORAES                                     ,TORRINHA,AF,2.56,2.76,3.16,2.46,3.02,2.71,2.53
20722,35020722,20413,SAO JOAO DA BOA VISTA,EGLE LUPORINI COSTA PROFESSORA                              ,AGUAI,AF,3.37,2.88,2.78,2.87,3.36,2.78,2.88
35439,35035439,10701,CARAPICUIBA,MANOEL DA CONCEICAO SANTOS PROFESSOR                        ,CARAPICUIBA,AF,3.14,3.1,3.16,3.19,3.5,3.67,3.57
24485,35024485,20509,SAO CARLOS,JOSE JULIANO NETO PROFESSOR                                 ,SAO CARLOS,AF,3.14,2.84,3.23,3.26,3.22,3.48,3.99
15453,35015453,20313,ITARARE,LEONCIO PIMENTEL                                            ,ITABERA,AF,2.24,1.97,2.64,3.53,3.3,2.26,3.79
16962,35016962,20401,AMERICANA,SILVINO JOSE DE OLIVEIRA PROF                               ,AMERICANA,AF,2.56,2.5,2.88,3.46,3.61,4.39,2.71
18260,35018260,20417,CAMPINAS LESTE,ADALBERTO PRADO E SILVA PROFESSOR                           ,CAMPINAS,AF,2.45,2.32,3.09,1.95,3.37,2.68,3.99
27194,35027194,20703,JALES,JOSE RIBEIRO PREFEITO                                       ,PARANAPUA,AF,2.99,3.46,3.18,3.52,5.05,4.14,4.03
12051,35012051,20103,SAO VICENTE,ABRAHAO JACOB LAFER DOUTOR                                  ,PRAIA GRANDE,AF,3.34,3.49,4.02,3.67,4.31,3.35,3.53
28848,35028848,20710,SAO JOSE DO RIO PRETO,VOLUNTARIOS DE 32                                           ,SAO JOSE DO RIO PRETO,AF,3.49,3.31,4.15,3.6,4.82,4.31,4.78
21805,35021805,20602,JAU,DINAH LUCIA BALESTRERO PROFESSORA                           ,BROTAS,AF,2.81,2.97,2.62,2.93,3.76,3.76,2.69
18296,35018296,20417,CAMPINAS LESTE,JOAO NERY DOM                                               ,CAMPINAS,AF,3.5,3.16,2.78,2.77,3.61,3.35,3.02
36161,35036161,20310,VOTORANTIM,MARIA IGNES ARAUJO PAULA SANTOS PROFESSORA                  ,PIEDADE,AF,2.49,3.01,2.66,2.58,2.9,3.02,3.13
23140,35023140,20504,FRANCA,JOSE RIBEIRO DE BARROS PROF                                 ,PEDREGULHO,AF,3.73,3.05,2.98,3.16,3.48,3.55,3.24
24958,35024958,20501,ARARAQUARA,CHLORITA DE OLIVEIRA PENTEADO MARTINS PROFA                 ,MATAO,AF,3.43,3.94,3.08,3.38,4.77,3.22,4.07
28685,35028685,20710,SAO JOSE DO RIO PRETO,ADAHIR GUIMARAES FOGACA PROFESSOR                           ,SAO JOSE DO RIO PRETO,AF,3,2.38,2.77,2.62,4.17,3.51,3.48
18697,35018697,20404,CAMPINAS OESTE,JOSE DOS SANTOS PADRE                                       ,CAMPINAS,AF,2.52,2.39,2.42,2.44,2.92,2.26,2.72
10388,35010388,10703,ITAPEVI,JOSE CHALUPPE                                               ,ITAPEVI,AF,1.73,1.34,1.63,1.65,2.56,2.22,2.4
11061,35011061,10704,OSASCO,JOSUE BENEDICTO MENDES PROFESSOR                            ,OSASCO,AF,2.16,1.38,1.62,1.67,2.47,2.12,2.19
9167,35009167,10606,SAO BERNARDO DO CAMPO,JOAQUIM MOREIRA BERNARDES PROFESSOR                         ,SAO BERNARDO DO CAMPO,AF,1.74,1.94,2.31,2,2.33,2.63,2.9
7808,35007808,10602,MAUA,IRACEMA CREM PROFESSORA                                     ,MAUA,AF,2.44,2.36,1.9,2.09,2.5,2.32,3.29
9261,35009261,10606,SAO BERNARDO DO CAMPO,JOAO RAMALHO                                                ,SAO BERNARDO DO CAMPO,AF,3.92,3.41,3.89,3.9,4.6,4.6,4.71
7195,35007195,10502,SUZANO,CARLINDO REIS                                               ,FERRAZ DE VASCONCELOS,AF,2.81,3.13,2.87,2.79,3.57,3.54,3.62
18673,35018673,20419,CAPIVARI,JOSE DE CAMARGO BARROS DOM                                  ,INDAIATUBA,AF,2.96,2.81,2.61,2.96,3.74,3.05,3.15
25045,35025045,20511,TAQUARITINGA,VICTOR MAIDA                                                ,IBITINGA,AF,3.37,3.81,3.8,4.09,3.81,3.55,3.68
11666,35011666,20102,SANTOS,EDUARDO GOMES MARECHAL DO AR                                ,GUARUJA,AF,3.18,2.62,3.05,2.93,3.59,3.28,3.5
22925,35022925,20507,RIBEIRAO PRETO,SILVIO DE ALMEIDA                                           ,BATATAIS,AF,2.1,1.72,1.1,1.59,3.15,2.62,1.3
19124,35019124,20413,SAO JOAO DA BOA VISTA,RITA DE MACEDO BARRETO PROFESSORA                           ,ITOBI,AF,3.03,3.74,5.06,3.56,2.9,2.55,2.39
34915,35034915,21101,MIRACATU,OSWALDO FLORENCIO PROFESSOR                                 ,JUQUIA,AF,3.32,2.2,2.46,2.96,3.36,3.6,3.83
20163,35020163,20408,LIMEIRA,GABRIEL POZZI PROFESSOR                                     ,LIMEIRA,AF,2.37,2.31,,,,,
32300,35032300,20909,MIRANTE DO PARANAPANEMA,BAIRRO SANTA RITA DO PONTAL                                 ,EUCLIDES DA CUNHA PAULISTA,AF,3.28,3.43,4.72,2.62,2.92,2.99,2.92
25197,35025197,20601,BAURU,JORGE MATTAR PADRE                                          ,IACANGA,AF,2.12,2.44,2.72,2.88,3.37,2.86,2.52
13924,35013924,20205,SAO JOSE DOS CAMPOS,RUI RODRIGUES DORIA DOUTOR                                  ,SAO JOSE DOS CAMPOS,AF,2.16,2.38,2.27,2.78,2.98,2.57,2.25
4923,35004923,10314,SUL 2,JOAO SILVA PROFESSOR                                        ,SAO PAULO,AF,2.08,1.94,2.01,1.9,1.78,2.53,2.97
25264,35025264,20601,BAURU,ANIS DABUS DR                                               ,AVAI,AF,6.2,3.94,7.05,5.38,4.68,7.26,4.31
20035,35020035,20411,PIRASSUNUNGA,VICENTE FERREIRA DOS SANTOS PROFESSOR                       ,ARARAS,AF,4.22,4.02,3,3.91,4.78,3.81,2.1
6154,35006154,10403,GUARULHOS NORTE,ROBERTO ALVES DOS SANTOS PROFESSOR                          ,GUARULHOS,AF,1.8,1.97,1.89,2.08,2.99,3.12,3.05
6671,35006671,10501,MOGI DAS CRUZES,JOAO CARDOSO DOS SANTOS PROFESSOR                           ,MOGI DAS CRUZES,AF,2.47,2.45,2.46,2.28,3.22,2.7,2.86
21027,35021027,20410,PIRACICABA,JOSE ROMAO PROFESSOR                                        ,PIRACICABA,AF,4.55,4.33,4.12,4.13,4.49,4.3,4.7
17361,35017361,20409,MOGI MIRIM,FRANCISCO TOZZI DR                                          ,AGUAS DE LINDOIA,AF,,,,,,,
15325,35015325,20313,ITARARE,TOME TEIXEIRA                                               ,ITARARE,AF,2.96,2.78,3.22,2.92,2.8,3.69,3.72
19690,35019690,20407,JUNDIAI,BENEDITA ARRUDA PROFESSORA                                  ,JUNDIAI,AF,2.48,2.58,2.88,2.49,3.45,3.06,2.85
10613,35010613,10703,ITAPEVI,CANDIDO RONDON MARECHAL                                     ,ITAPEVI,AF,1.98,2.25,2.02,1.99,2.13,2.2,2.38
5289,35005289,10318,SUL 3,ALBERTO SALOTTI PROF EE                                     ,SAO PAULO,AF,1.95,1.34,1.24,1.33,,,
20862,35020862,20410,PIRACICABA,PRUDENTE DOUTOR                                             ,PIRACICABA,AF,3.5,3.37,3.73,3.55,4.29,4.73,5.09
17218,35017218,20401,AMERICANA,DILECTA CENEVIVA MARTINELLI PROFA                           ,AMERICANA,AF,2.27,2.53,2.57,2.77,1.68,1.43,1.77
11678,35011678,20102,SANTOS,HUGO SANTOS SILVA DOUTOR                                    ,GUARUJA,AF,2.85,2.87,2.89,3.34,3.95,4.16,4.08
23887,35023887,20507,RIBEIRAO PRETO,WALTER FERREIRA PROFESSOR                                   ,RIBEIRAO PRETO,AF,2.64,2.95,2.43,2.67,3.26,2.8,3.93
39846,35039846,20401,AMERICANA,ANTONIO ZANAGA PREFEITO                                     ,AMERICANA,AF,3.19,2.73,3.23,2.97,,3.36,3.28
20795,35020795,20419,CAPIVARI,MARIA JANUARIA VAZ TUCCORI PROFESSORA                       ,CAPIVARI,AF,3.38,4.28,3.64,3.36,4.26,4.32,4.72
11484,35011484,20102,SANTOS,WALTER SCHEPIS PROFESSOR                                    ,GUARUJA,AF,2.24,2.39,1.8,1.94,2.31,3.16,3.26
24089,35024089,20507,RIBEIRAO PRETO,ALPHEU DOMINIGUETTI PROFESSOR                               ,RIBEIRAO PRETO,AF,2.05,2.08,1.84,2.14,1.69,2.17,1.84
15647,35015647,20306,ITU,LEONOR FERNANDES DA SILVA PROFA                             ,SALTO,AF,3.98,3.5,3.11,3.51,3.88,3.26,3.97
15805,35015805,20306,ITU,LUCIDIO MOTTA NAVARRO                                       ,CABREUVA,AF,3.04,2.24,2.81,2.33,2.92,2.43,3.12
12750,35012750,20202,GUARATINGUETA,MARIA AMALIA DE MAGALHAES TURNER PROFA                      ,GUARATINGUETA,AF,1.58,2.28,2.41,1.97,2.13,2.46,2.79
16172,35016172,20308,SOROCABA,FRANCISCO CAMARGO CESAR                                     ,SOROCABA,AF,2.25,1.97,1.84,2.3,2.11,1.99,2.33
24715,35024715,20510,SAO JOAQUIM DA BARRA,MANOEL GOUVEIA DE LIMA                                      ,SAO JOAQUIM DA BARRA,AF,3.18,2.86,3.17,2.95,3.32,3.19,3.58
12191,35012191,20103,SAO VICENTE,AUGUSTO PAES D AVILA REVERENDO                              ,PRAIA GRANDE,AF,,,,,,,
14941,35014941,20303,BOTUCATU,PEDRO TORRES PROF                                           ,BOTUCATU,AF,2.29,1.93,2.01,2.64,3.67,3.16,3.46
26219,35026219,20604,LINS,ELZIRA GARBINO PAGANI PROFA                                 ,PONGAI,AF,2.51,3.6,3.01,3.48,3.37,3.85,2.64
23073,35023073,20504,FRANCA,JORGE FALEIROS                                              ,PATROCINIO PAULISTA,AF,2.85,2.42,2.46,2.95,3.44,3.38,3.29
21222,35021222,20410,PIRACICABA,PEDRO CREM FILHO PROFESSOR                                  ,CHARQUEADA,AF,3.73,3.77,2.89,3.47,4.04,3.38,4.55
36663,35036663,20307,SAO ROQUE,LEONARDO SOARES RODRIGUES                                   ,VARGEM GRANDE PAULISTA,AF,2.84,2.3,2.31,2.69,3.13,2.86,2.99
27455,35027455,20704,JOSE BONIFACIO,MARTINIANO ANTONIO RODRIGUES                                ,UNIAO PAULISTA,AF,1.67,3.02,2.3,3.53,3.94,2.99,3.23
16299,35016299,20308,SOROCABA,AGGEO PEREIRA DO AMARAL PROFESSOR                           ,SOROCABA,AF,3.32,3.86,3.38,4.16,4.22,4.04,4.24
17536,35017536,20409,MOGI MIRIM,FRANCISCO DA SILVEIRA FRANCO                                ,AMPARO,AF,3.33,3.39,3.77,3.79,4.35,3.7,5
23607,35023607,20512,SERTAOZINHO,WINSTON CHURCHILL                                           ,SERTAOZINHO,AF,2.98,2.57,2.26,2.85,4.19,3.64,3.91
27285,35027285,20703,JALES,JUVENAL GIRALDELLI                                          ,JALES,AF,3.14,3.18,3.53,3.86,4.52,4.57,4.11
12087,35012087,20103,SAO VICENTE,ENIO VILAS BOAS PROFESSOR                                   ,SAO VICENTE,AF,2.14,1.11,3.37,3.24,4.1,4.23,4.16
31422,35031422,20901,ADAMANTINA,JACINTO PERNAS GOMATO                                       ,NOVA GUATAPORANGA,AF,2.55,2.33,2.02,2.77,4.91,4.45,4.89
22238,35022238,20502,BARRETOS,ENOCH GARCIA LEAL                                           ,GUAIRA,AF,2.98,2.66,2.77,2.85,4.02,3.59,3.3
18971,35018971,20413,SAO JOAO DA BOA VISTA,JOAO DE MOURA GUIMARAES PROFESSOR                           ,MOCOCA,AF,2.71,3.82,3.58,5.66,4.17,3.21,3.13
37709,35037709,10101,NORTE 1,CARLOS FREDERICO WERNECK LACERDA JORNALISTA                 ,SAO PAULO,AF,1.52,1.58,1.47,1.53,1.93,1.83,1.85
24880,35024880,20511,TAQUARITINGA,9 DE JULHO                                                  ,TAQUARITINGA,AF,3.36,3.34,2.84,3.99,3.62,4.18,4.61
25094,35025094,20511,TAQUARITINGA,PEDRO MASCARI                                               ,ITAPOLIS,AF,6.23,7.13,7.08,6.58,6.59,6.74,7.69
30065,35030065,20802,ARACATUBA,JOSE ARANTES TERRA PROF                                     ,ARACATUBA,AF,2.27,2.42,2.52,2.6,2.09,2.82,2.63
19768,35019768,20407,JUNDIAI,PAULO MENDES SILVA                                          ,JUNDIAI,AF,3.53,3.4,3.38,3.63,3.9,3.78,3.78
10583,35010583,10701,CARAPICUIBA,ODAIR PACHECO PEDROSO PROFESSOR                             ,COTIA,AF,2.15,2.38,1.88,2.63,2.36,2.35,1.94
11162,35011162,20208,CARAGUATATUBA,FLORENTINA MARTINS SANCHEZ PROFESSORA                       ,UBATUBA,AF,1.9,1.87,2.23,2.33,2.24,2.51,2.32
9696,35009696,10701,CARAPICUIBA,ALBERTO KENWORTHY                                           ,CARAPICUIBA,AF,2.35,2.33,2.07,1.83,2.55,2.59,3.6
7869,35007869,10602,MAUA,SHISUKO IOSHIDA NIWA PROFESSORA                             ,RIO GRANDE DA SERRA,AF,2.66,3.65,2.5,2.99,3.37,4.83,4.13
10054,35010054,10706,TABOAO DA SERRA,MARIA ANTONIETA MARTINS DE ALMEIDA PROFESSORA               ,EMBU,AF,1.94,1.6,1.77,1.23,2.57,2.08,2.66
9726,35009726,10701,CARAPICUIBA,MARIO SALES SOUTO ENGENHEIRO                                ,CARAPICUIBA,AF,2.64,1.92,2.75,2.01,3.07,2.72,3.4
18892,35018892,20415,SUMARE,PORPHYRIO DA PAZ GENERAL                                    ,PAULINIA,AF,3.09,2.81,2.35,2.65,3.76,2.55,2.87
27443,35027443,20704,JOSE BONIFACIO,PEDRO BRANDAO DOS REIS                                      ,JOSE BONIFACIO,AF,2.61,2.48,3.62,2.74,3.77,2.69,3.04
11721,35011721,20102,SANTOS,SAO LEOPOLDO VISCONDE DE                                    ,SANTOS,AF,1.93,1.67,1.98,2.35,2.76,2.34,2.94
22950,35022950,20504,FRANCA,DANTE GUEDINE FILHO PROF                                    ,FRANCA,AF,,,,3.93,4.07,4.23,4.33
19501,35019501,20407,JUNDIAI,GABRIEL PAULINO BUENO COUTO BISPO DOM                       ,JUNDIAI,AF,4.36,4.37,3.69,3.62,3.85,4.48,4.13
35257,35035257,20306,ITU,SALATHIEL VAZ DE TOLEDO PROF                                ,ITU,AF,2.04,2.13,2.79,2.37,3.03,2.62,2.84
21702,35021702,20408,LIMEIRA,JOAO BATISTA LEME PROFESSOR                                 ,RIO CLARO,AF,3.25,2.5,3.11,3.27,3.42,4.58,4.33
34757,35034757,21101,MIRACATU,DINORA ROCHA PROFESSORA                                     ,IGUAPE,AF,2.24,2.73,2.41,3.13,2.86,2.84,3.07
25318,35025318,20601,BAURU,JOSE VIRANDA PROF                                           ,BAURU,AF,1.86,2.41,3.09,3.18,3.41,2.87,2.73
16160,35016160,20308,SOROCABA,JULIO PRESTES DE ALBUQUERQUE DOUTOR                         ,SOROCABA,AF,2.75,3.22,3.59,3.48,,3.75,4.37
5836,35005836,10403,GUARULHOS NORTE,BRASILIA CASTANHO DE OLIVEIRA DONA                          ,GUARULHOS,AF,2.41,2.07,2.35,2.74,2.88,2.98,3.4
25653,35025653,20602,JAU,ANTONIO FERRAZ                                              ,MINEIROS DO TIETE,AF,3.29,2.62,3.57,3.31,3.72,3.8,3.4
21076,35021076,20410,PIRACICABA,SUD MENNUCCI                                                ,PIRACICABA,AF,2.23,2.75,,,,,
7161,35007161,10502,SUZANO,GERALDO JUSTINIANO DE REZENDE SILVA PROFESSOR               ,SUZANO,AF,3.35,3.2,3.8,3.52,4.23,3.5,3.56
8084,35008084,10603,SANTO ANDRE,JOSE AUGUSTO DE AZEVEDO ANTUNES PROFESSOR                   ,SANTO ANDRE,AF,3.16,1.98,2.88,2.39,,2.76,2.69
21040,35021040,20410,PIRACICABA,JOAO ALVES DE ALMEIDA PROFESSOR                             ,PIRACICABA,AF,2.55,2.76,2.56,2.34,2.04,1.82,2.93
17772,35017772,20403,BRAGANCA PAULISTA,PAULO SILVA PROFESSOR                                       ,BRAGANCA PAULISTA,AF,3.15,2.77,2.86,2.24,3.07,3.68,4.03
15957,35015957,20307,SAO ROQUE,LINO VIEIRA RUIVO                                           ,IBIUNA,AF,3.88,4.06,4.1,3.72,3.59,3.81,3.75
20989,35020989,20410,PIRACICABA,PEDRO MORAES CAVALCANTI                                     ,PIRACICABA,AF,4.05,4.19,4.35,4.21,4.73,4.28,4.77
11940,35011940,20102,SANTOS,FRANCISCO MEIRA PROFESSOR                                   ,SANTOS,AF,1.99,1.98,2.28,2.62,3.27,2.85,3.13
5435,35005435,10314,SUL 2,VICENTE LEPORACE                                            ,SAO PAULO,AF,2.25,1.88,1.82,2.14,2.07,2.22,3.14
21209,35021209,20410,PIRACICABA,JOSE MARTINS DE TOLEDO PROFESSOR                            ,PIRACICABA,AF,2.55,1.64,2.02,2.33,2.61,3.04,3.77
17498,35017498,20409,MOGI MIRIM,FENIZIO MARCHINI PROF                                       ,ITAPIRA,AF,3.08,2.97,2.58,4.48,4.48,3.97,4.63
13195,35013195,20204,PINDAMONHANGABA,JOAO MARTINS DE ALMEIDA PROFESSOR                           ,PINDAMONHANGABA,AF,3.17,2.39,3.18,3.42,3.28,3.27,4.29
24557,35024557,20509,SAO CARLOS,ARLINDO BITTENCOURT PROFESSOR                               ,SAO CARLOS,AF,3.31,2.71,2.86,2.44,,2.42,2.67
44167,35044167,20711,VOTUPORANGA,ENNY TEREZA LONGO FRACARO PROFA                             ,VOTUPORANGA,AF,2.56,2.15,1.96,2.35,2.43,3.18,2.92
22330,35022330,20507,RIBEIRAO PRETO,GALDINO DE CASTRO                                           ,CAJURU,AF,3.92,3.84,3.16,7.23,6.47,6.93,3.55
